id_producto;id_producto_alternativo;id_subcategoria_producto;desc_producto_english;desc_producto;costo;producto_terminado?;Color;nivel_Stock_seguridad;punto_reorden;precio_lista;talle;rango_talle;peso;dias_necesarios_producir;linea_producto;precio_proveedor;clase;estilo;modelo;fecha_inicio;fecha_fin;estado;EnglishProductSubcategoryName;desc_subcategoria;id_categoria_producto;EnglishProductCategoryName;desc_categoria
112;LJ-5818;-1;Thin-Jam Lock Nut 14;Thin-Jam Tuerca De Seguridad 14;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
113;LJ-7161;-1;Thin-Jam Lock Nut 7;Thin-Jam Tuerca De Seguridad 7;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
114;LJ-7162;-1;Thin-Jam Lock Nut 8;Thin-Jam Tuerca De Seguridad 8;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
115;LJ-9080;-1;Thin-Jam Lock Nut 12;Thin-Jam Tuerca De Seguridad 12;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
116;LJ-9161;-1;Thin-Jam Lock Nut 11;Thin-Jam Tuerca De Seguridad 11;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
117;LN-1024;-1;Lock Nut 5;Tuerca De Seguridad 5;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
118;LN-1032;-1;Lock Nut 6;Tuerca De Seguridad 6;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
119;LN-1213;-1;Lock Nut 16;Tuerca De Seguridad 16;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
120;LN-1220;-1;Lock Nut 17;Tuerca De Seguridad 17;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
121;LN-1224;-1;Lock Nut 7;Tuerca De Seguridad 7;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
122;LN-1420;-1;Lock Nut 8;Tuerca De Seguridad 8;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
123;LN-1428;-1;Lock Nut 9;Tuerca De Seguridad 9;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
124;LN-3410;-1;Lock Nut 22;Tuerca De Seguridad 22;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
125;LN-3416;-1;Lock Nut 23;Tuerca De Seguridad 23;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
126;LN-3816;-1;Lock Nut 12;Tuerca De Seguridad 12;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
127;LN-3824;-1;Lock Nut 13;Tuerca De Seguridad 13;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
128;LN-4400;-1;Lock Nut 1;Tuerca De Seguridad 1;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
129;LN-5161;-1;Lock Nut 10;Tuerca De Seguridad 10;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
130;LN-5162;-1;Lock Nut 11;Tuerca De Seguridad 11;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
131;LN-5400;-1;Lock Nut 2;Tuerca De Seguridad 2;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
132;LN-5811;-1;Lock Nut 20;Tuerca De Seguridad 20;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
133;LN-5818;-1;Lock Nut 21;Tuerca De Seguridad 21;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
134;LN-6320;-1;Lock Nut 3;Tuerca De Seguridad 3;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
135;LN-7161;-1;Lock Nut 14;Tuerca De Seguridad 14;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
136;LN-7162;-1;Lock Nut 15;Tuerca De Seguridad 15;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
137;LN-8320;-1;Lock Nut 4;Tuerca De Seguridad 4;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
138;LN-9080;-1;Lock Nut 19;Tuerca De Seguridad 19;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
139;LN-9161;-1;Lock Nut 18;Tuerca De Seguridad 18;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
140;LR-2398;-1;Lock Ring;Anillo De Cierre;;FALSO;Plateado;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
141;LR-8520;-1;Lower Head Race;Carrera Menor Cabeza;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
142;LW-1000;-1;Lock Washer 4;Arandela De Seguridad 4;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
143;LW-1200;-1;Lock Washer 5;Arandela De Seguridad 5;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
144;LW-1201;-1;Lock Washer 10;Arandela De Seguridad 10;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
145;LW-1400;-1;Lock Washer 6;Arandela De Seguridad 6;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
146;LW-3400;-1;Lock Washer 13;Arandela De Seguridad 13;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
147;LW-3800;-1;Lock Washer 8;Arandela De Seguridad 8;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
148;LW-4000;-1;Lock Washer 1;Arandela De Seguridad 1;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
149;LW-5160;-1;Lock Washer 7;Arandela De Seguridad 7;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
150;LW-5800;-1;Lock Washer 12;Arandela De Seguridad 12;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
151;LW-6000;-1;Lock Washer 2;Arandela De Seguridad 2;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
152;LW-7160;-1;Lock Washer 9;Arandela De Seguridad 9;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
153;LW-8000;-1;Lock Washer 3;Arandela De Seguridad 3;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
154;LW-9160;-1;Lock Washer 11;Arandela De Seguridad 11;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
155;MA-7075;-1;Metal Angle;Ángulo De Metal;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
156;MB-2024;-1;Metal Bar 1;La Barra De Metal 1;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
157;MB-6061;-1;Metal Bar 2;Barra De Metal 2;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
158;MP-2066;-1;Metal Plate 2;Placa De Metal 2;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
159;MP-2503;-1;Metal Plate 1;Placa De Metal 1;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
160;MP-4960;-1;Metal Plate 3;Placa De Metal 3;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
161;MS-0253;-1;Metal Sheet 2;Sheet Metal 2;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
162;MS-1256;-1;Metal Sheet 3;Sheet Metal 3;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
163;MS-1981;-1;Metal Sheet 7;Hoja De Metal 7;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
164;MS-2259;-1;Metal Sheet 4;Sheet Metal 4;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
165;MS-2341;-1;Metal Sheet 5;Hoja De Metal 5;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
166;MS-2348;-1;Metal Sheet 6;Sheet Metal 6;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
167;MS-6061;-1;Metal Sheet 1;Sheet Metal 1;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
168;MT-1000;-1;Metal Tread Plate;De Metal Placa De La Pisada;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
169;NI-4127;-1;LL Nipple;Ll Pezón;;FALSO;NA;1000;750;;;NA;;0;;;L ;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
170;NI-9522;-1;HL Nipple;Hl Del Pezón;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
171;PA-187B;-1;Paint - Black;Pintura - Negro;;FALSO;NA;60;45;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
172;PA-361R;-1;Paint - Red;Pintura - Rojo;;FALSO;NA;60;45;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
173;PA-529S;-1;Paint - Silver;Pintura - Plata;;FALSO;NA;60;45;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
174;PA-632U;-1;Paint - Blue;Pintura - Azul;;FALSO;NA;60;45;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
175;PA-823Y;-1;Paint - Yellow;Pintura - Amarillo;;FALSO;NA;60;45;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
176;PB-6109;-1;Pinch Bolt;Remache De Plástico Desmontable;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
177;RA-2345;-1;Cup-Shaped Race;Carrera En Forma De Copa;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
178;RA-7490;-1;Cone-Shaped Race;Carrera En Forma De Cono;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
179;RF-9198;-1;Reflector;Reflector;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
180;RM-M464;-1;LL Mountain Rim;Lamer Montaña Ll;;FALSO;NA;800;600;;;NA;435;0;;;L ;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
181;RM-M692;-1;ML Mountain Rim;Lamer Montaña Ml;;FALSO;NA;800;600;;;NA;450;0;;;M ;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
182;RM-M823;-1;HL Mountain Rim;Lamer Montaña Hl;;FALSO;NA;800;600;;;NA;400;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
183;RM-R436;-1;LL Road Rim;Ll Rim Road;;FALSO;NA;800;600;;;NA;445;0;;;L ;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
184;RM-R600;-1;ML Road Rim;Ml Rim Road;;FALSO;NA;800;600;;;NA;450;0;;;M ;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
185;RM-R800;-1;HL Road Rim;Hl Rim Road;;FALSO;NA;800;600;;;NA;400;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
186;RM-T801;-1;Touring Rim;Touring Lamer;;FALSO;NA;800;600;;;NA;460;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
187;SA-M198;-1;LL Mountain Seat Assembly;Ll Conjunto Del Asiento Montaña;;FALSO;NA;500;375;;;NA;;1;;;L ;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
188;SA-M237;-1;ML Mountain Seat Assembly;Ml Conjunto Del Asiento Montaña;;FALSO;NA;500;375;;;NA;;1;;;M ;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
189;SA-M687;-1;HL Mountain Seat Assembly;Hl Conjunto Del Asiento Montaña;;FALSO;NA;500;375;;;NA;;1;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
190;SA-R127;-1;LL Road Seat Assembly;Ll Conjunto Del Asiento Del Camino;;FALSO;NA;500;375;;;NA;;1;;;L ;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
191;SA-R430;-1;ML Road Seat Assembly;Ml Conjunto Del Asiento Del Camino;;FALSO;NA;500;375;;;NA;;1;;;M ;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
192;SA-R522;-1;HL Road Seat Assembly;Hl Conjunto Del Asiento Del Camino;;FALSO;NA;500;375;;;NA;;1;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
193;SA-T467;-1;LL Touring Seat Assembly;Ll Asamblea Touring Asiento;;FALSO;NA;500;375;;;NA;;1;;;L ;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
194;SA-T612;-1;ML Touring Seat Assembly;Ml Asamblea Touring Asiento;;FALSO;NA;500;375;;;NA;;1;;;M ;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
195;SA-T872;-1;HL Touring Seat Assembly;Hl Asamblea Touring Asiento;;FALSO;NA;500;375;;;NA;;1;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
196;SD-2342;-1;LL Spindle/Axle;Ll Husillo / Eje;;FALSO;NA;500;375;;;NA;;0;;;L ;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
197;SD-9872;-1;HL Spindle/Axle;Hl Husillo / Eje;;FALSO;NA;500;375;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
198;SH-4562;-1;LL Shell;Ll Shell;;FALSO;NA;800;600;;;NA;;0;;;L ;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
199;SH-9312;-1;HL Shell;Hl Shell;;FALSO;NA;800;600;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
200;SK-9283;-1;Spokes;Radios;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
201;SL-0931;-1;Seat Lug;Asentar Lug;;FALSO;NA;1000;750;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
202;SM-9087;-1;Stem;Vástago;;FALSO;NA;500;375;;;NA;;1;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
203;SP-2981;-1;Seat Post;Tija;;FALSO;NA;500;375;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
204;SR-2098;-1;Steerer;Tubo De Dirección;;FALSO;NA;500;375;;;NA;;1;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
205;SS-2985;-1;Seat Stays;Tirantes;;FALSO;NA;800;600;;;NA;;1;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
206;ST-9828;-1;Seat Tube;Tubo De Asiento;;FALSO;NA;500;375;;;NA;;1;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
207;TO-2301;-1;Top Tube;Tubo Superior;;FALSO;NA;500;375;;;NA;;1;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
208;TP-0923;-1;Tension Pulley;Polea De Tensión;;FALSO;NA;800;600;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
209;RC-0291;-1;Rear Derailleur Cage;Desviador Trasero De La Jaula;;FALSO;Plateado;500;375;;;NA;;0;;;;;;01/07/2003 0:00;;Activo;DESCONOCIDO;DESCONOCIDO;-1;DESCONOCIDO;DESCONOCIDO
210;FR-R92B-58;14;HL Road Frame - Black, 58;Marco Hl Road - Negro, 58;;VERDADERO;Negro;500;375;;58;54-58 CM;2,24;1;R ;;H ;U ;HL Road Frame;01/07/2003 0:00;;Activo;Road Frames;Cuadro de carretera;2;Components;Componente
211;FR-R92R-58;14;HL Road Frame - Red, 58;Marco Hl Road - Rojo, 58;;VERDADERO;Rojo;500;375;;58;54-58 CM;2,24;1;R ;;H ;U ;HL Road Frame;01/07/2003 0:00;;Activo;Road Frames;Cuadro de carretera;2;Components;Componente
212;HL-U509-R;31;Sport-100 Helmet, Red;Sport-100 Casco, Rojo;12,0278;VERDADERO;Rojo;4;3;33,6442;;NA;;0;S ;20,1865;;;Sport-100;01/07/2011 0:00;28/12/2007 0:00;;Helmets;Casco;4;Accessories;Accesorio
213;HL-U509-R;31;Sport-100 Helmet, Red;Sport-100 Casco, Rojo;13,8782;VERDADERO;Rojo;4;3;33,6442;;NA;;0;S ;20,1865;;;Sport-100;01/07/2012 0:00;27/12/2008 0:00;;Helmets;Casco;4;Accessories;Accesorio
214;HL-U509-R;31;Sport-100 Helmet, Red;Sport-100 Casco, Rojo;13,0863;VERDADERO;Rojo;4;3;34,99;;NA;;0;S ;20,994;;;Sport-100;01/07/2013 0:00;;Activo;Helmets;Casco;4;Accessories;Accesorio
215;HL-U509;31;Sport-100 Helmet, Black;Sport-100 Casco, Negro;12,0278;VERDADERO;Negro;4;3;33,6442;;NA;;0;S ;20,1865;;;Sport-100;01/07/2011 0:00;28/12/2007 0:00;;Helmets;Casco;4;Accessories;Accesorio
216;HL-U509;31;Sport-100 Helmet, Black;Sport-100 Casco, Negro;13,8782;VERDADERO;Negro;4;3;33,6442;;NA;;0;S ;20,1865;;;Sport-100;01/07/2012 0:00;27/12/2008 0:00;;Helmets;Casco;4;Accessories;Accesorio
217;HL-U509;31;Sport-100 Helmet, Black;Sport-100 Casco, Negro;13,0863;VERDADERO;Negro;4;3;34,99;;NA;;0;S ;20,994;;;Sport-100;01/07/2013 0:00;;Activo;Helmets;Casco;4;Accessories;Accesorio
218;SO-B909-M;23;Mountain Bike Socks, M;Calcetines De Montaña En Bicicleta, M;3,3963;VERDADERO;Blanco;4;3;9,5;M;M;;0;M ;5,7;;U ;Mountain Bike Socks;01/07/2011 0:00;28/12/2007 0:00;;Socks;Calcetines;3;Clothing;Prenda
219;SO-B909-L;23;Mountain Bike Socks, L;Calcetines De Montaña En Bicicleta, L;3,3963;VERDADERO;Blanco;4;3;9,5;L;L;;0;M ;5,7;;U ;Mountain Bike Socks;01/07/2011 0:00;28/12/2007 0:00;;Socks;Calcetines;3;Clothing;Prenda
220;HL-U509-B;31;Sport-100 Helmet, Blue;Sport-100 Casco, Azul;12,0278;VERDADERO;Azul;4;3;33,6442;;NA;;0;S ;20,1865;;;Sport-100;01/07/2011 0:00;28/12/2007 0:00;;Helmets;Casco;4;Accessories;Accesorio
221;HL-U509-B;31;Sport-100 Helmet, Blue;Sport-100 Casco, Azul;13,8782;VERDADERO;Azul;4;3;33,6442;;NA;;0;S ;20,1865;;;Sport-100;01/07/2012 0:00;27/12/2008 0:00;;Helmets;Casco;4;Accessories;Accesorio
222;HL-U509-B;31;Sport-100 Helmet, Blue;Sport-100 Casco, Azul;13,0863;VERDADERO;Azul;4;3;34,99;;NA;;0;S ;20,994;;;Sport-100;01/07/2013 0:00;;Activo;Helmets;Casco;4;Accessories;Accesorio
223;CA-1098;19;AWC Logo Cap;Awc Casquillo Del Logotipo;5,7052;VERDADERO;Multicolor;4;3;8,6442;;NA;;0;S ;5,1865;;U ;Cycling Cap;01/07/2011 0:00;28/12/2007 0:00;;Caps;Gorra;3;Clothing;Prenda
224;CA-1098;19;AWC Logo Cap;Awc Casquillo Del Logotipo;5,2297;VERDADERO;Multicolor;4;3;8,6442;;NA;;0;S ;5,1865;;U ;Cycling Cap;01/07/2012 0:00;27/12/2008 0:00;;Caps;Gorra;3;Clothing;Prenda
225;CA-1098;19;AWC Logo Cap;Awc Casquillo Del Logotipo;6,9223;VERDADERO;Multicolor;4;3;8,99;;NA;;0;S ;5,394;;U ;Cycling Cap;01/07/2013 0:00;;Activo;Caps;Gorra;3;Clothing;Prenda
